Part No.,Nominal cross section mm²,Stud hole,Kind of connection,Connecting material,IEC Certification,UL Certification,DNV-GL Certification,Cable Class 1,Cable Class 2,Cable Class 5,Cable Class 6,K50 Serie,K4 serie,K22 Serie,K13 Serie,K15 Serie,K25 Serie,K5,K05,K06,K95,K09,K02,K2,K93,K94,EK30IDML,EK60VP,EKM60ID,EK60VPFT,EK120ID,Image URL
12R12,240,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R12MS,240,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R14,240,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R14MS,240,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R16,240,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R16MS,240,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R20,240,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R20MS,240,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12SG10,240,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
12SG12,240,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
12SG16,240,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
12SG10,240,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
12SG12,240,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
12SG16,240,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
52R1045,240,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R1245,240,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R1645,240,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R2045,240,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R1045,240,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R1245,240,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R1645,240,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R2045,240,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
52R10,240,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R12,240,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R14,240,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R16,240,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R20,240,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R10,240,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R12,240,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R14,240,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R16,240,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
52R20,240,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
32R,240,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
32R,240,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
162R,240,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV240,240,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
712F10,240,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
712F12,240,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
712F14,240,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
712F16,240,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
712F20,240,20,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
752F16,240,16,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
13R12,300,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R12MS,300,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R14,300,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R14MS,300,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R16,300,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R16MS,300,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R20,300,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R20MS,300,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R12,300,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R12MS,300,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R14,300,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R14MS,300,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R16,300,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R16MS,300,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13R20,300,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
13R20MS,300,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
13SG10,300,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
13SG12,300,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
13SG16,300,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
13SG10,300,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
13SG12,300,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
13SG16,300,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
53R1245,300,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R1445,300,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R1645,300,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R1245,300,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R1445,300,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R1645,300,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
53R12,300,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R14,300,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R16,300,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R20,300,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R12,300,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R14,300,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R16,300,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
53R20,300,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
33R,300,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
33R,300,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
163R,300,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,,x,x,x,x,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
713F12,300,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
713F14,300,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
713F16,300,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
713F20,300,20,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
14R12,400,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R12MS,400,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,
14R14,400,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R14MS,400,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
14R16,400,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R16MS,400,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
14R20,400,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R20MS,400,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
14R12,400,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R12MS,400,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,
14R14,400,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R14MS,400,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
14R16,400,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R16MS,400,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
14R20,400,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
14R20MS,400,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
54R1245,400,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R1445,400,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R1645,400,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R1245,400,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R1445,400,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R1645,400,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
54R12,400,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R14,400,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R16,400,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R20,400,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R12,400,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R14,400,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R16,400,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
54R20,400,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
34R,400,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,,,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
34R,400,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
