Part No.,Nominal cross section mm²,Stud hole,Kind of connection,Connecting material,IEC Certification,UL Certification,DNV-GL Certification,Cable Class 1,Cable Class 2,Cable Class 5,Cable Class 6,K50 Serie,K4 serie,K22 Serie,K13 Serie,K15 Serie,K25 Serie,K5,K05,K06,K95,K09,K02,K2,K93,K94,EK30IDML,EK60VP,EKM60ID,EK60VPFT,EK120ID,Image URL
10SG12,150,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
10SG6,150,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
10SG8,150,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
10SG10,150,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
10SG12,150,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
50R845,150,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1045,150,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1245,150,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1445,150,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1645,150,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R845,150,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1045,150,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1245,150,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1445,150,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R1645,150,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
50R8,150,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R10,150,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R12,150,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R14,150,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R16,150,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R20,150,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R8,150,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R10,150,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R12,150,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R14,150,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R16,150,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
50R20,150,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
30R,150,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
30R,150,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
160R,150,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV150,150,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,,,x,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
710F10,150,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
710F12,150,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
710F14,150,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
710F16,150,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
710F20,150,20,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
750F10,150,10,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
750F12,150,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
750F14,150,14,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
750F16,150,16,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
750F20,150,20,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
730F,150,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,,,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
11R10,185,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R10MS,185,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R12,185,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R12MS,185,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R14,185,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R14MS,185,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R16,185,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R16MS,185,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R20,185,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R20MS,185,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R10,185,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R10MS,185,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R12,185,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R12MS,185,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R14,185,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R14MS,185,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R16,185,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R16MS,185,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11R20,185,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
11R20MS,185,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
11SG10,185,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
11SG12,185,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
11SG16,185,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
11SG10,185,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
11SG12,185,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
11SG16,185,16,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
51R1045,185,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1245,185,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1445,185,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1645,185,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R2045,185,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1045,185,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1245,185,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1445,185,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R1645,185,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R2045,185,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
51R10,185,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R12,185,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R14,185,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R16,185,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R20,185,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R10,185,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R12,185,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R14,185,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R16,185,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
51R20,185,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
31R,185,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
31R,185,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
161R,185,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV185,185,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
711F10,185,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
711F12,185,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
711F14,185,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
711F16,185,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
711F20,185,20,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
751F12,185,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
751F14,185,14,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
751F16,185,16,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
751F20,185,20,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
731F,185,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,,,,,x,,,,,,,,,,,x,x,x,x,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
12R10,240,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R10MS,240,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R12,240,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R12MS,240,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R14,240,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R14MS,240,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R16,240,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R16MS,240,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R20,240,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R20MS,240,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,,x,x,x,x,,,,,,,,,,,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
12R10,240,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
12R10MS,240,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
